13 : 茉伶 : ['凶', '吉', '大吉', '大吉', '大吉', '大吉']
1 : 梨活 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 梨活 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 梨海 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 梨可 : ['凶', '凶', '大吉', '凶', '吉', '凶']
1 : 梨鋭 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 梨栄 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 梨胤 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 梨一 : ['凶', '凶', '凶', '凶', '吉', '大吉']
1 : 梨威 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 蘭莉 : ['凶', '凶', '特殊格', '凶', '吉', '吉凶混合']
1 : 蘭優 : ['凶', '凶', '凶', '凶', '吉', '大吉']
1 : 蘭恵 : ['凶', '凶', '特殊格', '凶', '吉', '吉凶混合']
1 : 頼梨 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 頼梨 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 頼菜 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 頼菜 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 要梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 要梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 要梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 要菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 要菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 要菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 洋梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 洋菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 誉優 : ['凶', '凶', '吉凶混合', '凶', '特殊格', '吉']
1 : 誉朱 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 柚崚 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚隆 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚隆 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚隆 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚理 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚理 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚猛 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚猛 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚著 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚爽 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚盛 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚盛 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚崇 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚崇 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚進 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚進 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚深 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚章 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚章 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚啓 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚教 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚規 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚規 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚基 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚基 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚貫 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚貫 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 柚貫 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 勇梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 勇梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 勇菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 勇菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 優顕 : ['凶', '凶', '吉', '吉凶混合', '凶', '吉凶混合']
1 : 優一 : ['凶', '凶', '吉', '凶', '吉凶混合', '吉凶混合']
1 : 諭梨 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 諭菜 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 猛柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 猛紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 豊優 : ['凶', '凶', '吉凶混合', '凶', '特殊格', '吉']
1 : 豊朱 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 方莉 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 方恵 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 峰夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 峰太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平茉 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平茉 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平和 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平和 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平里 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平里 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平朱 : ['凶', '凶', '吉', '大吉', '凶', '凶']
1 : 平朱 : ['凶', '凶', '吉', '大吉', '凶', '凶']
1 : 平実 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平実 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平希 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平希 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平花 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平花 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 平果 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 平果 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 兵陽 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 兵陽 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 兵結 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 兵結 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 兵温 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 兵温 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 文莉 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 文恵 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫赳 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫栞 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫廉 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫烈 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫零 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫礼 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫礼 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫倫 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫凌 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫竜 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫流 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫立 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫立 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫誉 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫豊 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫峰 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫平 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫平 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫敏 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫能 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫展 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫哲 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫通 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫泰 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫造 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫誠 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫誠 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫聖 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫聖 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫世 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫真 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫峻 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫峻 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫主 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫主 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫獅 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫史 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫剛 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫高 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫高 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫浩 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫晃 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫弘 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫広 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫悟 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫源 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫源 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫原 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫剣 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫訓 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫矩 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫巨 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫巨 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫丘 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫義 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫起 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫起 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫起 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫幹 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫幹 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫幹 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 夫夏 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 夫可 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 敏夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 敏太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 飛梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 飛菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 発梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 発菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 能夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 能太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 展夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 展太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 天莉 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 天恵 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 哲夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 哲太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 貞梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 貞菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 通夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 通太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 著柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 著春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 著咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 著香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 著紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 大里 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 大里 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 大梨 : ['凶', '凶', '凶', '凶', '吉', '大吉']
1 : 大梨 : ['凶', '凶', '凶', '凶', '吉', '大吉']
1 : 大菜 : ['凶', '凶', '凶', '凶', '吉', '大吉']
1 : 大菜 : ['凶', '凶', '凶', '凶', '吉', '大吉']
1 : 大希 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 大希 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 大花 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 大花 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 泰夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 泰太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 太赳 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太莉 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太莉 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太栞 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太廉 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太烈 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太零 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太礼 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太礼 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太倫 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太凌 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太竜 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太流 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太立 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太立 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太誉 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太豊 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太峰 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太平 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太平 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太敏 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太能 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太展 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太哲 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太通 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太泰 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太造 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太誠 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太誠 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太聖 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太聖 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太世 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太真 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太将 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太峻 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太峻 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太主 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太主 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太獅 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太史 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太剛 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太高 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太高 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太浩 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太晃 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太弘 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太広 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太悟 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太源 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太源 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太原 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太剣 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太恵 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太恵 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太訓 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太矩 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太巨 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太巨 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太丘 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太義 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太起 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太起 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太起 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太幹 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太幹 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太幹 : ['凶', '大吉', '吉', '凶', '凶', '凶']
1 : 太夏 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 太可 : ['凶', '大吉', '凶', '凶', '吉', '凶']
1 : 則梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 則菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 造夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 造太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 爽柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 爽春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 爽咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 爽香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 爽紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 誠優 : ['凶', '凶', '吉凶混合', '凶', '特殊格', '吉']
1 : 誠優 : ['凶', '凶', '吉凶混合', '凶', '特殊格', '吉']
1 : 誠朱 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 誠朱 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 聖優 : ['凶', '凶', '吉凶混合', '凶', '特殊格', '吉']
1 : 聖優 : ['凶', '凶', '吉凶混合', '凶', '特殊格', '吉']
1 : 聖朱 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 聖朱 : ['凶', '凶', '凶', '大吉', '凶', '吉']
1 : 盛柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 盛紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 星梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 星菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 整梨 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 整菜 : ['凶', '吉', '吉凶混合', '凶', '凶', '吉凶混合']
1 : 世茉 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 世和 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 世里 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 世夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 世太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 世朱 : ['凶', '凶', '吉', '大吉', '凶', '凶']
1 : 世実 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 世希 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 世花 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 世果 : ['凶', '凶', '大吉', '吉', '凶', '凶']
1 : 崇柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 崇紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 進紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 真夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 真太 : ['凶', '凶', '凶', '大吉', '吉', '凶']
1 : 深柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 深春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 深咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 深香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 深紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 信梨 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 信菜 : ['凶', '吉', '凶', '凶', '特殊格', '吉凶混合']
1 : 伸陽 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 伸陽 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 伸結 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 伸結 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 伸温 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 伸温 : ['凶', '大吉', '凶', '吉', '凶', '凶']
1 : 章柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章柚 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章春 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章咲 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章香 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 章紀 : ['凶', '凶', '凶', '吉', '特殊格', '吉凶混合']
1 : 将夫 : ['凶', '凶', '凶', '大吉', '吉', '凶']
