13 : 茉良 : ['凶', '吉', '大吉', '大吉', '大吉', '大吉']
3 : 丹優 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 泰梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 泰梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 泰菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 泰菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 妥莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 妥恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 太澪 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 太嶺 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 太頼 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 太優 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 太篤 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 太燈 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 太燦 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 太憩 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 太薫 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 太鞠 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 太環 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 太霞 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 太衛 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 雪莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 雪陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 雪結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 雪恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 雪温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 西梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 西菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 聖里 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 聖夫 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 聖太 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 聖希 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 聖花 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 正梨 : ['凶', '凶', '大吉', '凶', '吉', '吉凶混合']
3 : 正菜 : ['凶', '凶', '大吉', '凶', '吉', '吉凶混合']
3 : 成梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 成梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 成菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 成菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 崇莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 崇陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 崇結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 崇恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 崇温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 瑞里 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 瑞夫 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 瑞太 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 瑞希 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 瑞花 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 水優 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 仁優 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 深莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 深陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 深結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 深恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 深温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 心優 : ['凶', '大吉', '吉', '凶', '吉凶混合', '凶']
3 : 伸莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 伸恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 譲朱 : ['凶', '特殊格', '凶', '大吉', '吉', '凶']
3 : 情莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 情陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 情結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 情恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 情温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 祥梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 祥菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 梢莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 梢陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 梢結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 梢恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 梢温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 彰莉 : ['凶', '吉', '大吉', '凶', '特殊格', '凶']
3 : 彰優 : ['凶', '吉', '大吉', '凶', '吉凶混合', '凶']
3 : 彰朱 : ['凶', '吉', '凶', '大吉', '特殊格', '凶']
3 : 彰恵 : ['凶', '吉', '大吉', '凶', '特殊格', '凶']
3 : 純梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 純菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 潤莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 潤梨 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 潤陽 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 潤菜 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 潤結 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 潤恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 潤温 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 淳莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 淳陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 淳結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 淳恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 淳温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 春麗 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 春与 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 春霧 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 春山 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 春鏡 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 春久 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 峻梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 峻菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 淑莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 淑陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 淑結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 淑恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 淑温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 寿莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 寿恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 珠梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 珠菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 朱毬 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱壽 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 朱麗 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱瑠 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 朱梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱悠 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱野 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱霧 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱密 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱麻 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱望 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱望 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱萌 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱輔 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 朱寧 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 朱惇 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱都 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱雪 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱崇 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱深 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱情 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱梢 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱彰 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 朱淳 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱淑 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱彩 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱康 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱健 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱蛍 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱渓 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱鏡 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱郷 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 朱嘉 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 朱嘉 : ['凶', '大吉', '凶', '吉', '特殊格', '凶']
3 : 実与 : ['凶', '吉', '吉', '凶', '凶', '吉']
3 : 実山 : ['凶', '吉', '吉', '凶', '凶', '吉']
3 : 実久 : ['凶', '吉', '吉', '凶', '凶', '吉']
3 : 慈里 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 慈夫 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 慈太 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 慈希 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 慈花 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 志莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 志恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 賛莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 賛莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 賛梨 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 賛梨 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 賛陽 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 賛陽 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 賛菜 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 賛菜 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 賛結 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 賛結 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 賛恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 賛恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 賛温 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 賛温 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 燦夫 : ['凶', '凶', '吉', '大吉', '吉凶混合', '凶']
3 : 燦太 : ['凶', '凶', '吉', '大吉', '吉凶混合', '凶']
3 : 桜梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 桜梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 桜菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 桜菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 咲麗 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 咲与 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 咲霧 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 咲山 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 咲鏡 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 咲久 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 菜莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜晏 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜浪 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜朗 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜朗 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜恋 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜恋 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜葉 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜曜 : ['凶', '凶', '特殊格', '吉凶混合', '吉', '吉凶混合']
3 : 菜容 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜遊 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜裕 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜湧 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜愉 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜満 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜満 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜姫 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜斐 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜敦 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜等 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜朝 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜朝 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜泰 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜泰 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜尊 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜善 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜晴 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜祥 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜晶 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜晶 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜純 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜峻 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜珠 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜桜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜桜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜晃 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜倖 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜湖 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜景 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜景 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜敬 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜欽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜暁 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜貴 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜喜 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜浬 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜開 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜賀 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜華 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜夏 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜悦 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 菜瑛 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜雲 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜絢 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 菜渥 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 彩莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 彩陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 彩結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 彩恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 彩温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 沙莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 沙恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 佐莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 佐恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 香麗 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 香与 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 香霧 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 香山 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 香鏡 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 香久 : ['凶', '吉', '凶', '凶', '吉', '吉']
3 : 晃梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 晃菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 康莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 康陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 康結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 康恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 康温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 孝莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 孝恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 好梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 好菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 光梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 光梨 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 光菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 光菜 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 倖梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 倖菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 護朱 : ['凶', '特殊格', '凶', '大吉', '吉', '凶']
3 : 健莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 健陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 健結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 健恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 健温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 蛍莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 蛍陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 蛍結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 蛍恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 蛍温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 継里 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 継夫 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 継太 : ['凶', '凶', '吉', '大吉', '凶', '吉凶混合']
3 : 継希 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 継花 : ['凶', '凶', '凶', '大吉', '特殊格', '吉']
3 : 渓莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 渓陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 渓結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 渓恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 渓温 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 憩夫 : ['凶', '吉', '凶', '大吉', '特殊格', '凶']
3 : 憩太 : ['凶', '吉', '凶', '大吉', '特殊格', '凶']
3 : 慶莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 慶莉 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 慶梨 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 慶梨 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 慶陽 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 慶陽 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 慶菜 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 慶菜 : ['凶', '大吉', '凶', '凶', '吉', '吉凶混合']
3 : 慶結 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 慶結 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 慶恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 慶恵 : ['凶', '大吉', '吉', '凶', '凶', '吉凶混合']
3 : 慶温 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 慶温 : ['凶', '大吉', '吉凶混合', '吉', '凶', '凶']
3 : 恵毬 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵壽 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 恵瑠 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 恵梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵梨 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵悠 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵野 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵密 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵麻 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵望 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵望 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵萌 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵輔 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 恵寧 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 恵惇 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵都 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵雪 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵崇 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵深 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵情 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵梢 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵彰 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 恵淳 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵淑 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵菜 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵彩 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵康 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵健 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵蛍 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵渓 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵郷 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 恵嘉 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 恵嘉 : ['凶', '凶', '大吉', '吉', '特殊格', '凶']
3 : 薫夫 : ['凶', '吉', '凶', '大吉', '特殊格', '凶']
3 : 薫太 : ['凶', '吉', '凶', '大吉', '特殊格', '凶']
3 : 玉梨 : ['凶', '凶', '大吉', '凶', '吉', '吉凶混合']
3 : 玉菜 : ['凶', '凶', '大吉', '凶', '吉', '吉凶混合']
3 : 鏡柚 : ['凶', '凶', '凶', '吉', '吉', '吉']
3 : 鏡春 : ['凶', '凶', '凶', '吉', '吉', '吉']
3 : 鏡咲 : ['凶', '凶', '凶', '吉', '吉', '吉']
3 : 鏡香 : ['凶', '凶', '凶', '吉', '吉', '吉']
3 : 鏡紀 : ['凶', '凶', '凶', '吉', '吉', '吉']
3 : 郷莉 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 郷陽 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 郷結 : ['凶', '凶', '吉', '吉', '吉', '凶']
3 : 郷恵 : ['凶', '凶', '吉', '凶', '吉凶混合', '大吉']
3 : 郷温 : ['凶', '凶', '吉', '吉', '吉', '凶']
